command,retail_rom_entry,live_entry,cfg_region,cfg_blocks,successors,stream_argument_count,stream_widths_signedness,cursor_advancement,external_calls,important_memory_global_accesses,shared_exit_tail,expected_block_count,candidate_block_count,block_count_parity,call_parity,successor_parity,shared_tail_convergence,normalized_block_parity,expected_unmatched_blocks,candidate_unmatched_blocks
0x0000001D,0x00284E1C,0x80228E4C,0x0B94..0x0BAC; 2 blocks,0x0B94|0x0BA4,fallthrough:0x0BA4,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed|+0x08:32-bit-signed,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A1690@0x00284E24,Rs32@$t0+0x0004|Rs32@$t0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x0000001E,0x00284E34,0x80228E64,0x0BAC..0x0BF8; 2 blocks,0x0BAC|0x0BF0,fallthrough:0x0BF0,9,9 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+9 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029BA80@0x00284E70,Rs32@$v1+0x0004|Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C|Rs32@$v1+0x0020|Rs32@$v1+0x0024,post-command,2,2,true,true,true,true,false,1,1
0x0000001F,0x00284E80,0x80228EB0,0x0BF8..0x1EC4; 3 blocks,0x0BF8|0x0C0C|0x1EC0,fallthrough:0x0C0C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029BDC4@0x00284E8C,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,false,1,1
0x00000020,0x00286148,0x8022A178,0x1EC0..0x1EC4; 1 blocks,0x1EC0,tail:post-command,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,1,1,true,true,true,true,true,0,0
0x00000021,0x00286148,0x8022A178,0x1EC0..0x1EC4; 1 blocks,0x1EC0,tail:post-command,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,1,2,false,true,true,true,false,0,1
0x00000022,0x00284EA4,0x80228ED4,0x0C1C..0x0C64; 2 blocks,0x0C1C|0x0C5C,fallthrough:0x0C5C,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed|+0x08:32-bit-unknown|+0x0C:32-bit-unknown|+0x10:32-bit-unknown,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A1610@0x00284EDC,R32@$t0+0x0008|R32@$t0+0x000C|R32@$t0+0x0010|Rs32@$t0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x00000025,0x00284EEC,0x80228F1C,0x0C64..0x1EC4; 3 blocks,0x0C64|0x0C74|0x1EC0,fallthrough:0x0C74,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A05DC@0x00284EF4,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,false,1,1
0x00000026,0x00284F04,0x80228F34,0x0C7C..0x0CA4; 2 blocks,0x0C7C|0x0C9C,fallthrough:0x0C9C,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_002a3bc0@0x00284F1C,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010,post-command,2,2,true,true,true,true,false,1,1
0x00000027,0x00284F2C,0x80228F5C,0x0CA4..0x1EC4; 3 blocks,0x0CA4|0x0CB8|0x1EC0,fallthrough:0x0CB8,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_002a3efc@0x00284F38,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,true,0,0
0x00000028,0x00284F48,0x80228F78,0x0CC0..0x1EC4; 3 blocks,0x0CC0|0x0CCC|0x1EC0,fallthrough:0x0CCC,8,8 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+8 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029B78C@0x00284F4C,none isolated,post-command,3,3,true,true,true,true,false,1,1
0x00000029,0x00284F5C,0x80228F8C,0x0CD4..0x0CEC; 2 blocks,0x0CD4|0x0CE4,fallthrough:0x0CE4,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029B9E0@0x00284F64,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,false,1,1
0x0000002A,0x00284F74,0x80228FA4,0x0CEC..0x1EC4; 4 blocks,0x0CEC|0x0CFC|0x0D34|0x1EC0,fallthrough:0x0CFC|taken:0x1EC0,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=6|12,func_80239C04@0x00284FB4,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010|Rs32@$v0+0x0014|Rs32@$v0+0x0018|Ru8@0x8018FC19,post-command,4,5,false,true,true,true,false,2,3
0x0000002B,0x00284FC4,0x80228FF4,0x0D3C..0x1EC4; 4 blocks,0x0D3C|0x0D4C|0x0D60|0x1EC0,fallthrough:0x0D4C|tail:post-command,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023A164@0x00284FE0,Rs32@$v0+0x0004|Ru8@0x8018FC19,post-command,4,4,true,true,true,true,true,0,0
0x0000002C,0x00284FF0,0x80229020,0x0D68..0x1EC4; 4 blocks,0x0D68|0x0D78|0x0DC8|0x1EC0,fallthrough:0x0D78|taken:0x1EC0,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=5|10,func_80239A84@0x00285048,R32@$v0+0x0004|R32@$v0+0x0008|R32@$v0+0x000C|R32@$v0+0x0010|Rs32@$v0+0x0014|Ru8@0x8018FC19,post-command,4,5,false,true,true,true,false,2,3
0x0000002D,0x00285058,0x80229088,0x0DD0..0x1EC4; 5 blocks,0x0DD0|0x0DE0|0x0DE8|0x0FA8|0x1EC0,fallthrough:0x0DE0|tail:post-command,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_80239B68@0x00285068,Ru8@0x8018FC19,post-command,5,4,false,true,true,true,false,3,2
0x00000030,0x00285078,0x802290A8,0x0DF0..0x1EC4; 4 blocks,0x0DF0|0x0DF8|0x0FA8|0x1EC0,fallthrough:0x0DF8,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029C19C@0x00285078,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000033,0x00285088,0x802290B8,0x0E00..0x0E30; 2 blocks,0x0E00|0x0E28,fallthrough:0x0E28,8,8 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+8 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029C1B8@0x002850A8,Rs32@$v0+0x001C|Rs32@$v0+0x0020,post-command,2,2,true,true,true,true,false,1,1
0x00000035,0x002850B8,0x802290E8,0x0E30..0x1EC4; 3 blocks,0x0E30|0x0E40|0x1EC0,fallthrough:0x0E40,7,7 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+7 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023A8C0@0x002850C0,none isolated,post-command,3,3,true,true,true,true,false,1,1
0x00000036,0x002850D0,0x80229100,0x0E48..0x1EC4; 3 blocks,0x0E48|0x0E54|0x1EC0,fallthrough:0x0E54,7,7 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+7 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029A4C0@0x002850D4,none isolated,post-command,3,3,true,true,true,true,false,1,1
0x00000039,0x002850E4,0x80229114,0x0E5C..0x0E70; 2 blocks,0x0E5C|0x0E68,fallthrough:0x0E68,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023BDA8@0x002850E8,Rs32@$t0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x0000003A,0x002850F8,0x80229128,0x0E70..0x0ED8; 2 blocks,0x0E70|0x0ED0,fallthrough:0x0ED0,8,8 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+8 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023E694@0x00285150,R32@$v1+0x0008|R32@$v1+0x000C|R32@$v1+0x0010|R32@$v1+0x0014|R32@$v1+0x0018|Rs32@$v1+0x0004|Rs32@$v1+0x001C|Rs32@$v1+0x0020,post-command,2,2,true,true,true,true,false,1,1
0x0000003B,0x00285160,0x80229190,0x0ED8..0x0F50; 5 blocks,0x0ED8|0x0EE8|0x0F14|0x0F1C|0x0F48,fallthrough:0x0EE8|taken:0x0F1C,6,6 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+6 argument slots before shared tail; normal continuation consumes +1 command slot,func_80234D10@0x00285194|func_8023DF70@0x002851C8,Rs16@0x8022A994|Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010|Rs32@$v0+0x0014|Rs32@$v0+0x0018,post-command,5,5,true,true,true,true,false,1,1
0x0000003C,0x002851D8,0x80229208,0x0F50..0x1EC4; 7 blocks,0x0F50|0x0F60|0x0F68|0x0F70|0x0F78|0x0FA8|0x1EC0,fallthrough:0x0F60|taken:0x0F70,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023519C@0x002851E8|func_8023E2C0@0x002851F8,Rs16@0x8022A994,post-command,7,6,false,true,true,true,false,4,3
0x0000003D,0x00285208,0x80229238,0x0F80..0x0F98; 2 blocks,0x0F80|0x0F90,fallthrough:0x0F90,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023BB48@0x00285210,Rs16@$v0+0x0006,post-command,2,2,true,true,true,true,false,1,1
0x0000003E,0x00285220,0x80229250,0x0F98..0x1EC4; 4 blocks,0x0F98|0x0FA0|0x0FA8|0x1EC0,fallthrough:0x0FA0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023BD7C@0x00285220,none isolated,post-command,4,3,false,true,true,true,false,4,3
0x0000003F,0x00285238,0x80229268,0x0FB0..0x0FC8; 2 blocks,0x0FB0|0x0FC0,fallthrough:0x0FC0,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023B500@0x00285240,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,false,1,1
0x00000040,0x00285250,0x80229280,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x0FC8|0x0FD0|0x1EC0,fallthrough:0x0FD0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023DCC0@0x00285250,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000045,0x00285260,0x80229290,0x0FD8..0x1998; 3 blocks,0x0FD8|0x1988|0x1990,taken:0x1988,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023C3DC@0x00285C10,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,3,3,true,true,true,true,true,0,0
0x00000046,0x00285278,0x802292A8,0x0FF0..0x103C; 2 blocks,0x0FF0|0x1034,fallthrough:0x1034,9,9 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+9 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029A7C4@0x002852B4,Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C|Rs32@$v1+0x0020|Rs32@$v1+0x0024|Ru8@$v1+0x0007,post-command,2,2,true,true,true,true,false,1,1
0x00000047,0x002852C4,0x802292F4,0x103C..0x1EC4; 4 blocks,0x103C|0x104C|0x107C|0x1EC0,fallthrough:0x104C|taken:0x107C,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-unknown|+0x08:32-bit-unknown|+0x0C:32-bit-unknown,+3 argument slots before shared tail; normal continuation consumes +1 command slot,none,R32@$t0+0x0004|R32@$t0+0x0008|R32@$t0+0x000C|R32@$v0+0x0004|R32@$v0+0x0008|R32@$v0+0x000C|Rs32@0x8022A974|Ru8@0x8018FC19|W32@$v1+0x0004|W32@$v1+0x0008|W32@$v1+0x000C|W32@0x801D0718|W32@0x801D0768|W32@0x801D0814,post-command,4,4,true,true,true,true,true,0,0
0x00000048,0x0028533C,0x8022936C,0x10B4..0x10D0; 2 blocks,0x10B4|0x10C8,fallthrough:0x10C8,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A175C@0x00285348,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,false,1,1
0x00000049,0x00285358,0x80229388,0x10D0..0x1120; 2 blocks,0x10D0|0x1118,fallthrough:0x1118,9,9 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+9 argument slots before shared tail; normal continuation consumes +1 command slot,func_80240CA8@0x00285398,Rs32@$v1+0x0004|Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C|Rs32@$v1+0x0020|Rs32@$v1+0x0024,post-command,2,2,true,true,true,true,false,1,1
0x0000004A,0x002853A8,0x802293D8,0x1120..0x1144; 2 blocks,0x1120|0x113C,fallthrough:0x113C,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_8024098C@0x002853BC,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C,post-command,2,2,true,true,true,true,true,0,0
0x0000004B,0x002853CC,0x802293FC,0x1144..0x1160; 2 blocks,0x1144|0x1158,fallthrough:0x1158,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_802408A8@0x002853D8,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,false,1,1
0x0000004C,0x002853E8,0x80229418,0x1160..0x1EC4; 3 blocks,0x1160|0x116C|0x1EC0,fallthrough:0x116C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x0C:32-bit-signed,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_802409C4@0x002853EC,Rs32@$t0+0x000C,post-command,3,3,true,true,true,true,true,0,0
0x0000004D,0x002853FC,0x8022942C,0x1174..0x11C0; 2 blocks,0x1174|0x11B8,fallthrough:0x11B8,9,9 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+9 argument slots before shared tail; normal continuation consumes +1 command slot,func_802416AC@0x00285438,Rs32@$v1+0x0004|Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C|Rs32@$v1+0x0020|Rs32@$v1+0x0024,post-command,2,2,true,true,true,true,false,1,1
0x0000004E,0x00285448,0x80229478,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x11C0|0x11C8|0x1EC0,fallthrough:0x11C8,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_80240F58@0x00285448,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000050,0x00285458,0x80229488,0x11D0..0x11F4; 2 blocks,0x11D0|0x11EC,fallthrough:0x11EC,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023E998@0x0028546C,Ru8@$v0+0x0007|Ru8@$v0+0x000B|Ru8@$v0+0x000F,post-command,2,2,true,true,true,true,true,0,0
0x00000054,0x0028547C,0x802294AC,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x11F4|0x11FC|0x1EC0,fallthrough:0x11FC,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023EAA0@0x0028547C,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000055,0x0028548C,0x802294BC,0x1204..0x1214; 2 blocks,0x1204|0x120C,fallthrough:0x120C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023F304@0x0028548C,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x00000056,0x0028549C,0x802294CC,0x1214..0x1EC4; 2 blocks,0x1214|0x1EC0,taken:0x1EC0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,2,2,true,true,true,true,false,1,1
0x00000057,0x002854A4,0x802294D4,0x121C..0x1EC4; 3 blocks,0x121C|0x1230|0x1EC0,fallthrough:0x1230,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_002864F8@0x002854B0,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,false,1,1
0x00000059,0x002854C0,0x802294F0,0x1238..0x1F40; 4 blocks,0x1238|0x1248|0x1250|0x1F0C,fallthrough:0x1248,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=dynamic,func_8022A428@0x002854D0,Rs32@$v0+0x0004|W32@0x8022A950,return,4,4,true,true,true,true,false,2,2
0x0000005C,0x00286148,0x8022A178,0x1EC0..0x1EC4; 1 blocks,0x1EC0,tail:post-command,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,1,2,false,true,true,true,false,0,1
0x0000005D,0x002854E8,0x80229518,0x1260..0x128C; 3 blocks,0x1260|0x127C|0x1284,fallthrough:0x127C,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed|+0x0C:32-bit-signed,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023BF30@0x002854FC|func_802396DC@0x00285504,Rs32@$t0+0x0004|Rs32@$t0+0x000C|W8@0x8022A960,post-command,3,4,false,true,true,true,false,1,2
0x0000005E,0x00285514,0x80229544,0x128C..0x12A8; 2 blocks,0x128C|0x12A0,fallthrough:0x12A0,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023C08C@0x00285520,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C,post-command,2,2,true,true,true,true,false,1,1
0x0000005F,0x00285530,0x80229560,0x12A8..0x12E0; 2 blocks,0x12A8|0x12D8,fallthrough:0x12D8,6,6 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+6 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023A670@0x00285558,Rs16@$v0+0x0006|Rs16@$v0+0x000A|Rs16@$v0+0x000E|Rs16@$v0+0x0012|Rs16@$v0+0x0016|Rs16@$v0+0x001A,post-command,2,2,true,true,true,true,false,1,1
0x00000060,0x00285568,0x80229598,0x12E0..0x1320; 2 blocks,0x12E0|0x1318,fallthrough:0x1318,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_001F0E04@0x00285598,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@0x801D07D0,post-command,2,2,true,true,true,true,false,1,1
0x00000061,0x002855A8,0x802295D8,0x1320..0x1358; 2 blocks,0x1320|0x1350,fallthrough:0x1350,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed|+0x08:32-bit-signed,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_001F0E04@0x002855D0,Rs32@$t0+0x0004|Rs32@$t0+0x0008|Rs32@$v0+0x0000|Rs32@0x801D07D8,post-command,2,2,true,true,true,true,false,1,1
0x00000062,0x002855E0,0x80229610,0x1358..0x13A0; 6 blocks,0x1358|0x136C|0x1378|0x1384|0x138C|0x1398,fallthrough:0x136C|taken:0x1378,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A6150@0x00285604|func_8023BD88@0x00285618,Rs32@$v1+0x0004|Rs32@$v1+0x0008,post-command,6,6,true,true,true,true,false,1,1
0x00000063,0x00285628,0x80229658,0x13A0..0x13F8; 2 blocks,0x13A0|0x13F0,fallthrough:0x13F0,10,10 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+10 argument slots before shared tail; normal continuation consumes +1 command slot,func_80241ED0@0x00285670,Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C|Rs32@$v1+0x0020|Rs32@$v1+0x0024|Rs32@$v1+0x0028|Ru8@$v1+0x0007,post-command,2,2,true,true,true,true,false,1,1
0x00000064,0x00285680,0x802296B0,0x13F8..0x1420; 2 blocks,0x13F8|0x1418,fallthrough:0x1418,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_80242030@0x00285698,Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010|Ru8@$v0+0x0007,post-command,2,2,true,true,true,true,true,0,0
0x00000065,0x002856A8,0x802296D8,0x1420..0x1EC4; 3 blocks,0x1420|0x1430|0x1EC0,fallthrough:0x1430,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_802420DC@0x002856B0,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,false,1,1
0x00000066,0x002856C0,0x802296F0,0x1438..0x144C; 2 blocks,0x1438|0x1444,fallthrough:0x1444,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029AC44@0x002856C4,Rs32@$t0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x00000069,0x002856D4,0x80229704,0x144C..0x147C; 2 blocks,0x144C|0x1474,fallthrough:0x1474,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029DEC8@0x002856F4,R32@$v0+0x0008|Rs32@$v0+0x0004|Rs32@$v0+0x000C,post-command,2,2,true,true,true,true,false,1,1
0x0000006A,0x00285704,0x80229734,0x147C..0x1EC4; 4 blocks,0x147C|0x1484|0x1494|0x1EC0,fallthrough:0x1484,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283740@0x00285704|func_002836C8@0x00285714,Rs32@$v0+0x000C,post-command,4,4,true,true,true,true,true,0,0
0x0000006B,0x00285724,0x80229754,0x149C..0x14B8; 2 blocks,0x149C|0x14B0,fallthrough:0x14B0,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283748@0x00285730,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x0000006C,0x00285740,0x80229770,0x14B8..0x14D0; 2 blocks,0x14B8|0x14C8,fallthrough:0x14C8,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023FB90@0x00285748,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,false,1,1
0x0000006D,0x00285758,0x80229788,0x14D0..0x14E0; 2 blocks,0x14D0|0x14D8,fallthrough:0x14D8,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023FD88@0x00285758,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x0000006E,0x00285768,0x80229798,0x14E0..0x1500; 2 blocks,0x14E0|0x14F8,fallthrough:0x14F8,3,3 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+3 argument slots before shared tail; normal continuation consumes +1 command slot,func_0028308C@0x00285778,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C,post-command,2,2,true,true,true,true,false,1,1
0x0000006F,0x00285788,0x802297B8,0x1500..0x1520; 2 blocks,0x1500|0x1518,fallthrough:0x1518,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_002831E0@0x00285798,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,false,1,1
0x00000070,0x002857A8,0x802297D8,0x1520..0x1540; 2 blocks,0x1520|0x1538,fallthrough:0x1538,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_002834C4@0x002857B8,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x00000071,0x002857C8,0x802297F8,0x1540..0x1564; 2 blocks,0x1540|0x155C,fallthrough:0x155C,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283564@0x002857DC,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010,post-command,2,2,true,true,true,true,false,1,1
0x00000073,0x002857EC,0x8022981C,0x1564..0x1574; 2 blocks,0x1564|0x156C,fallthrough:0x156C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029AF24@0x002857EC,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x00000075,0x002857FC,0x8022982C,0x1574..0x1584; 2 blocks,0x1574|0x157C,fallthrough:0x157C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023A7C4@0x002857FC,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x00000076,0x0028580C,0x8022983C,0x1584..0x15C4; 2 blocks,0x1584|0x15BC,fallthrough:0x15BC,7,7 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+7 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023FF58@0x0028583C,Rs32@$v1+0x0004|Rs32@$v1+0x0008|Rs32@$v1+0x000C|Rs32@$v1+0x0010|Rs32@$v1+0x0014|Rs32@$v1+0x0018|Rs32@$v1+0x001C,post-command,2,2,true,true,true,true,false,1,1
